name,contact,creditCard_number,creditCard_expirationDate,creditCard_cvv,billingAddress_street,billingAddress_city,billingAddress_state,billingAddress_zip,billingAddress_country,device_type,device_model,device_os,browser_name,browser_version,items_name,items_quantity,referrer,isFraudulent
Aaron Valentine,001-682-407-6391x92888,5543140652458891,11/33,513,927 Cook Plaza Apt. 882,East Brendanport,Wyoming,14838,Holy See (Vatican City State),similar,opportunity,upon,I,6,serve,2,https://young-smith.com/,True
Donald Cole,+1-465-532-2749x1057,5521870804562473,01/32,234,8751 Timothy Stream Suite 498,Port Julietown,Texas,99163,Comoros,determine,yet,audience,a,3,foreign,5,http://www.beck.com/,True
Patrick Goodwin,707.790.5871,2636078364571996,05/33,171,54335 Brian Island Apt. 075,Mariahshire,North Carolina,62967,Thailand,quality,consider,if,table,8,current,4,https://tran-mckay.com/,True
Cody Gonzales,001-252-451-2090x76820,2568309036227754,02/33,756,8804 Antonio Ramp Suite 442,West Kevin,Georgia,17706,Kiribati,see,spring,executive,likely,3,those,5,https://norton-gordon.com/,False
Austin Beltran,751-537-8929x92281,2393334368801605,02/32,728,752 Contreras Hollow Apt. 929,West Alexander,Colorado,12874,Senegal,hope,fund,paper,system,7,task,5,https://www.hutchinson.com/,True
Deborah Keller,588.803.8641,2661439875911089,03/34,186,115 Johnson Turnpike,New Paulhaven,South Carolina,10953,Vanuatu,newspaper,in,wish,institution,6,dream,3,http://jones-wood.biz/,True
Ryan Brooks,983-586-6649,2720730919564994,10/29,157,472 Harmon Lights,North Andrew,Utah,66715,Ireland,future,local,note,answer,8,trip,5,http://www.johnson.com/,True
Donald Walker,267-938-3629x53830,2528226189764533,01/29,719,3365 Jessica Path,South Elizabeth,Colorado,75222,French Southern Territories,half,camera,enjoy,ground,8,focus,5,https://brooks-kaufman.info/,True
Timothy Lopez,001-551-645-5570x964,2294934706805943,01/33,383,7516 Stevens Well,Richardsport,Hawaii,61457,Lao People's Democratic Republic,use,be,help,effort,9,board,3,http://garrett-hodges.com/,True
Melissa Rice,001-217-634-5356x529,2692481847259596,03/29,303,927 Thomas Hill Apt. 695,Mckinneyburgh,Maryland,60020,Cyprus,eye,protect,remember,instead,7,pressure,1,https://www.porter-kelley.com/,True
David Cobb,001-602-744-0699,2541711046277269,05/24,422,7587 Figueroa Isle Suite 813,Brownshire,Nebraska,82622,Dominican Republic,institution,test,training,scientist,4,call,3,http://www.thompson.com/,False
Kristen Johnson,(302)894-1119x5988,2476076806897964,09/30,146,80881 Boyle Common,Port Aaron,North Dakota,45284,Armenia,interest,best,office,manager,2,town,3,https://www.lopez-james.com/,False
Angela Diaz,001-572-852-0234,2248408663087347,06/26,688,17909 Petty View Apt. 520,Lake Erika,Illinois,71909,Uganda,others,better,today,shake,2,meet,3,https://www.daniels.com/,True
Katie Greene,+1-816-258-0943x194,2715820546988232,11/29,497,0800 Edwards Prairie Suite 521,Nathanburgh,Oregon,97641,Uzbekistan,machine,scene,boy,bag,3,book,1,http://molina.com/,False
Gary Hawkins,+1-468-202-4825x7566,5272095209323484,04/33,314,53913 Robert Views,Rebeccaport,California,68695,Bulgaria,region,use,thank,soon,6,grow,2,http://johnson.com/,False
John Malone,001-940-295-1601x03408,2262117411732994,05/26,115,081 Hernandez Union Apt. 653,East Jack,Pennsylvania,95408,Swaziland,former,sit,hope,religious,4,other,2,https://www.moran-conner.com/,False
Sarah Hooper MD,443-886-8388x52812,2237406754727600,10/29,322,551 Nina Loaf,Larrymouth,New Mexico,10526,Reunion,again,against,the,security,3,model,5,https://www.moore.com/,True
Dana Johnston,942.642.8729x176,2277234097735192,01/33,131,18114 Mario Ridge,New Amystad,Delaware,43397,Grenada,explain,light,stop,not,5,under,1,https://hampton.info/,False
Fernando Newton,815-680-4716,2552955989131712,10/32,595,02979 Kathy Circles Apt. 048,Faulknerburgh,Nebraska,04923,Slovenia,simple,series,cost,stay,5,know,4,https://garcia.com/,True
John Jackson,954.727.5827x189,2289778610994930,11/30,230,431 James Unions,North Wendyport,Kentucky,44494,Saint Barthelemy,successful,by,six,chair,1,religious,5,https://www.austin-hicks.com/,True
Scott Padilla,602-848-7689x80632,2263718926401592,12/29,945,4155 Gordon Creek Apt. 476,Gilesshire,Wisconsin,17479,Iraq,Republican,a,science,choose,2,prove,3,https://www.hudson.com/,True
Tara Jimenez,(492)525-6715,2272797828653574,06/28,982,718 Meyer Isle,South Jennifer,Minnesota,54870,Madagascar,box,professor,drop,share,9,yeah,3,https://www.wilson-norman.com/,False
Luis Bradley,3002025610,2558067133950437,03/28,858,94836 Ashley Crossroad,Valdeztown,Utah,09803,Singapore,lead,help,option,size,9,group,2,https://www.johnson-black.org/,True
Karen Johnson,5067431680,2640428462095170,10/25,502,618 John Track Apt. 744,South Melissachester,Pennsylvania,26578,Guatemala,large,lead,even,statement,9,image,5,http://www.ford-smith.com/,False
Dale Carroll,7892526526,5506772484902137,11/33,802,97134 Cooper Fall Suite 387,South Laura,Louisiana,60612,United Kingdom,religious,tonight,natural,class,8,door,5,https://harris.net/,True
Kaitlyn Clark,258.770.9593,5427408629847459,01/27,256,971 Amanda Way,Laurabury,Tennessee,18517,Taiwan,under,identify,management,book,2,top,2,http://guerrero.net/,False
Sara Dyer,519-780-3698x420,2720815229164567,03/32,810,73782 Joe Burg Suite 174,North Alan,Maryland,71531,Swaziland,reach,program,above,cultural,6,billion,5,https://www.smith.net/,False
Kathleen Beck,662-629-0187x784,2253473086638672,06/31,475,704 Hunter Radial Apt. 233,North Leahton,Idaho,84739,Sweden,political,fine,popular,four,4,idea,3,http://www.richardson-miller.org/,False
Jacob Edwards,560-869-0675x4410,2278800819176110,07/33,997,774 Melvin Haven Apt. 300,Lake Danafurt,West Virginia,57294,Bangladesh,stuff,Democrat,our,that,1,hand,2,http://collier.biz/,True
Heather Baker,743.925.5809,2297917441456020,05/30,368,970 Danielle Alley Apt. 345,Rogersshire,Colorado,09659,Montenegro,listen,road,prevent,little,1,build,3,http://fields.biz/,False
Angela Brewer,270-246-4068x823,5299776812398554,07/33,120,90521 David Ways Suite 365,Port Mary,Iowa,42009,Honduras,although,tax,ago,person,1,current,4,https://www.ford-spencer.biz/,True
Kaitlin Thompson,726-401-8791x7848,2280157152246372,07/30,683,00653 Benson Gateway,Joneshaven,Washington,50455,Kenya,ahead,theory,share,police,6,hope,1,http://lowe.info/,True
Jill Smith,(970)361-1405x094,5184006043569445,11/31,679,14773 Brown Pass Apt. 096,Campbellside,Ohio,58425,Christmas Island,organization,possible,station,east,8,officer,3,http://www.jones.com/,False
Jacqueline Hurst,001-276-234-5000x98772,2700138523166764,04/24,066,4456 Jonathon Mall,Angelicabury,South Dakota,79864,Mauritius,head,office,society,pretty,6,soon,3,https://delgado.info/,True
Leslie Stout,550.629.8010x069,5309914323080381,10/33,644,55574 Russell Burgs,Smithport,Hawaii,74988,French Polynesia,PM,us,because,again,3,data,4,https://www.wells.com/,False
Joshua Green,001-534-618-0248x1431,2250558965146277,08/26,711,3153 Jones Field Apt. 984,North Edwinbury,Massachusetts,68845,Gabon,represent,east,doctor,wonder,8,onto,1,https://george.net/,False
James Dean,(343)710-9818x61284,2490014330099742,01/27,242,00508 Alexandra Parks Suite 488,West Glenn,Oklahoma,76399,Turkey,out,camera,tax,exist,3,firm,4,http://williams.com/,True
Cassandra Rice,544.312.0929x188,5574580380148748,08/33,572,06239 Brandon Ford,South Christybury,South Carolina,27247,Saint Helena,still,out,ok,station,1,fact,3,http://poole.com/,False
Amanda Francis,(419)339-2029x5203,2549749942760832,09/26,869,844 White Spurs Apt. 613,East Benjamin,Connecticut,47953,Tunisia,thus,personal,professor,business,6,view,3,https://hayes-harmon.com/,True
Diamond Gross,5669458361,2264844175014149,11/32,911,44494 Shaffer Cliff,Kelseyborough,Delaware,03933,Turks and Caicos Islands,north,wonder,third,opportunity,8,contain,4,http://silva.net/,True
Patrick Jefferson,201.716.2967,2299570764533293,07/31,558,35929 Crawford Lights,Port Nicoletown,Nebraska,31579,South Africa,nearly,consumer,behavior,dream,9,population,3,http://holmes-brown.com/,True
Brenda Thomas,6507711102,2268458884182893,03/28,077,201 Daniel Oval Apt. 436,Johnview,Florida,21844,Guyana,discover,five,leader,us,7,my,5,http://day.biz/,False
Samantha Phillips,(759)282-4521x1345,5342597390677798,05/24,102,45542 Jacob Manor,Butlerside,Nevada,62394,Timor-Leste,four,sound,meet,oil,7,Mr,2,https://casey-walton.com/,True
James Jones,368-519-6674,2270079718591970,01/32,637,2217 Elliott Grove,South Raymondside,North Dakota,20699,Burkina Faso,career,everything,realize,say,7,model,5,http://weiss.info/,True
Adam Wells,+1-249-648-7468x8825,5556786629786246,03/33,311,42741 Lang Islands Apt. 965,Lake Joannamouth,Wyoming,34227,Peru,certain,position,support,use,9,nothing,4,https://www.williams-juarez.org/,False
Amber Rodriguez,001-816-511-9385x12885,2717862592636453,07/24,432,8893 Kiara Terrace Apt. 987,North Meganville,Minnesota,88673,Brazil,thus,avoid,call,describe,5,season,3,http://jones.com/,True
Alison Arias,(508)713-0279,5491144083743329,10/25,748,89646 Mejia Gardens Suite 725,Brendahaven,Indiana,28621,Korea,feeling,particularly,get,arrive,8,consumer,3,http://morris.biz/,True
Latoya Perkins,840-364-2496,2254704072887439,05/31,348,9311 Timothy Mill,Lopezshire,Maryland,47356,New Zealand,decision,add,special,make,1,eye,4,https://www.duncan-torres.com/,True
Taylor Gutierrez,001-448-431-6516x316,5382486632191431,03/32,597,00641 Hernandez Mews Apt. 055,East Jamieborough,Illinois,01275,Holy See (Vatican City State),almost,tonight,science,standard,5,owner,3,http://www.wilkinson.net/,False
Todd Kelly,+1-675-501-9334x640,2284851099187766,12/30,846,1952 Alison Prairie,Phillipbury,West Virginia,29806,Paraguay,reveal,draw,mean,admit,8,know,5,http://day-aguirre.com/,True
Alexander Humphrey,705-774-1375,2250461496354074,12/27,409,943 Doyle Cove,Bobmouth,Ohio,83366,Suriname,right,near,view,realize,4,bed,1,https://www.larsen-moore.com/,True
Trevor Lewis,506-983-9534x757,2344481448898398,07/28,856,8269 Robinson Plaza Apt. 787,South Samuelfurt,Maryland,96053,Antarctica (the territory South of 60 deg S),put,free,local,father,7,moment,5,https://www.choi.com/,False
Daniel James,815-761-2494x241,2365368331499331,05/27,246,9799 Rose Plaza,Brandonview,West Virginia,66536,Seychelles,sister,join,people,structure,4,result,4,https://smith-schneider.net/,False
Andrew Wilson,4949834238,2711881428598519,06/31,653,345 Sherman Gardens,West Jesusborough,Georgia,63355,Burkina Faso,economic,on,send,full,4,wife,4,https://yoder-anderson.com/,False
Lisa Hunter,(931)969-6324,5157601460695005,01/32,047,63235 Young Alley,Chaseshire,Louisiana,34846,Mauritania,kid,news,discuss,reflect,1,high,3,http://www.bell.com/,False
Cody Smith,670.416.8180x7732,2702222522538120,05/28,781,8052 Sharon Land Apt. 933,Roblesland,Rhode Island,57775,Bosnia and Herzegovina,single,us,record,someone,5,whether,4,https://www.pittman.com/,True
Brandon Hughes,9879842790,2235075595781050,10/25,855,953 Ray Neck Apt. 328,West Ethanview,Kentucky,12989,Kiribati,account,data,audience,bag,6,similar,2,https://hughes.biz/,False
Steven Cross,424-302-0234x6303,2720892822182338,12/32,751,79000 Schultz Forges Apt. 239,West Thomasview,Maine,51948,Paraguay,improve,maintain,she,as,1,do,5,http://www.baker.info/,True
Dr. Miguel Herrera,(218)621-0274x35777,2393987201572178,06/32,202,232 Jonathan Vista,Stewartland,Connecticut,06698,British Virgin Islands,manage,house,perform,own,8,role,4,http://www.wright.org/,False
Beth Mitchell,001-796-472-4066x978,2250990719792587,02/29,428,1050 Walker Fords Apt. 773,New Jerry,Oklahoma,04573,Mozambique,speak,take,game,tough,8,stock,2,https://www.watson.com/,True
Alejandro Johnson,261-806-7379x064,5188895473614085,06/30,181,87406 Caldwell Rest,Richardside,Connecticut,48398,Bouvet Island (Bouvetoya),security,property,light,hand,3,light,4,http://www.welch.org/,True
John Mata,2447909641,2296760070962988,11/33,349,98361 Christopher Way,Jamesfurt,Mississippi,33376,Jersey,alone,national,per,follow,7,sign,3,http://edwards-lucas.biz/,True
Ricky Snyder,750-654-7449,2260891063005022,08/24,544,220 Saunders Camp Apt. 064,Port Dale,Mississippi,50359,Afghanistan,similar,enough,find,range,8,much,2,http://www.hudson.com/,False
Tammy Allison,261-935-0381x305,2322937170758585,01/27,241,66372 Nguyen Avenue,West Charlesshire,Alabama,34660,Samoa,popular,threat,oil,part,2,building,4,https://walls.com/,False
Brandon Mitchell,001-887-309-3791x58122,2231576785281896,12/30,149,4141 Lee Forges Suite 415,Blairfort,Nevada,80391,New Zealand,sister,task,have,hot,5,edge,5,http://lambert.biz/,False
Elizabeth Brown,679.411.5136x62914,2294036266901763,02/27,104,96126 Horn Ranch,Obrienside,Oklahoma,64774,Sudan,around,media,together,night,7,amount,2,https://graves-lewis.com/,True
Brandon Williams,611.757.5957x954,2270414339959829,03/34,309,834 Nathan Isle Suite 749,New Amanda,Hawaii,08530,Niue,take,scientist,too,management,1,onto,2,http://sanchez-jones.net/,True
Alejandro Anthony,960.403.5845x51674,2541791775609817,04/26,425,3633 Geoffrey Prairie,West Colleen,Michigan,73515,Isle of Man,military,there,fill,create,4,second,1,http://www.bautista-bryant.com/,False
James James,001-336-626-7202,2287231252054185,01/33,582,5270 John Radial,Port Tracy,Maine,90740,Luxembourg,customer,similar,mention,course,2,race,4,https://www.moyer.info/,True
James Roberts,001-951-722-5554,2284925711234121,01/30,618,51164 Murillo Ridges,South Ashleystad,Maine,36967,Isle of Man,approach,according,again,ground,8,will,4,http://www.esparza.org/,False
Omar Murphy,664.578.4150x4333,2720195984744964,10/33,773,2307 Hamilton Expressway,New Aaronberg,Montana,88851,United States Virgin Islands,trade,game,analysis,figure,8,every,2,http://carter.biz/,True
Samantha Jordan,(262)834-7300,2720052358545065,02/29,702,18917 Walsh Loaf,Mejiamouth,Illinois,44302,Bahamas,together,would,back,finally,4,prove,3,https://johnston-rodriguez.info/,True
Tiffany Hudson,395-922-0940x947,2720931411850895,01/25,632,055 Katrina Mountain Apt. 055,West Loriview,Rhode Island,70451,Falkland Islands (Malvinas),owner,century,quality,get,7,serve,3,http://www.brown.info/,False
George Zamora,(838)697-4162,2528786125364441,06/28,908,177 Joseph Terrace Suite 296,East Kaylee,Montana,78527,Lithuania,town,prepare,generation,film,5,radio,3,http://moore.biz/,False
Jeffrey Calderon,307-295-6157,5127738020705846,06/29,189,5957 John Mews Apt. 065,New Kristin,Nebraska,89182,Syrian Arab Republic,interesting,executive,someone,travel,3,what,5,http://www.le-lee.com/,True
Lisa Jackson,+1-613-919-4173x8594,2274045325715704,06/33,797,0584 Hurley Summit Suite 017,Jacksonhaven,Missouri,30363,Cuba,about,technology,commercial,person,3,wrong,4,http://bailey.net/,True
Michael Robinson,+1-727-979-3498x128,2236224201412929,02/26,085,382 Kevin Extensions Suite 518,Carterchester,Tennessee,77084,Mali,wind,safe,administration,point,1,final,4,https://www.russell-mitchell.info/,False
Paul Cunningham,730-626-7442,2540417155458317,09/31,828,59637 Karen Lodge,Rachaelview,South Dakota,09035,Congo,rule,kitchen,lawyer,why,8,spend,5,https://www.jordan.net/,True
Daniel Johnson,(273)935-2882,2271715207548257,07/27,237,9930 Michael Hills,Port Melindaside,Nevada,91247,Sri Lanka,sport,do,reach,degree,6,consider,3,https://carr-jennings.org/,True
Julie Marquez,001-418-230-8964,2249019314692267,02/29,354,3933 Patrick Courts Apt. 501,Smithchester,Mississippi,23617,Namibia,food,tend,education,body,3,specific,4,http://www.burke.org/,False
Wesley Jackson,+1-812-608-4100x33723,5577110934146704,07/26,330,403 Andrade Row Apt. 471,South Michael,New York,09955,Algeria,course,often,include,official,6,watch,3,https://www.long.org/,False
Teresa Mcdonald,+1-394-833-6768x36960,2266544490640044,10/28,003,4766 Megan Ways,Martinbury,Alabama,87328,Cape Verde,across,staff,need,economic,2,any,5,http://miller.info/,False
Marie Wright,001-202-664-3220x9983,5536111602184175,04/26,237,858 Sullivan Orchard Suite 530,North Lisa,Indiana,92931,New Zealand,both,cause,star,one,3,determine,5,http://www.schroeder.info/,False
Jennifer Perez,001-318-604-3487x09174,2251914305378238,06/31,276,5010 Thomas Skyway Apt. 406,East Andrea,Colorado,78445,Tonga,wear,yes,until,better,6,chair,4,https://mcpherson.com/,False
Lindsey Bautista,+1-408-712-7935x8136,2370132698324968,02/25,402,91997 Tommy Locks Suite 847,Karabury,Kentucky,93474,Brunei Darussalam,ever,where,commercial,factor,9,memory,3,http://www.dunlap.com/,False
Antonio Roberts,773.747.2575x13145,2646334029012316,03/28,247,468 Suarez Estates,North Jasmine,North Carolina,18231,United States Virgin Islands,speech,cultural,paper,huge,3,dinner,1,https://www.porter-jones.biz/,False
Zachary Schneider,305.500.3358x015,5514046177456341,12/26,070,9206 Travis Hills Suite 607,Williamburgh,New Mexico,85521,Suriname,rise,worker,stock,peace,9,improve,2,http://www.mayer.info/,True
Brett Mcpherson,781.320.3415,2706258463180916,09/28,266,78247 Austin Parkways,New Mary,Nebraska,42244,Syrian Arab Republic,human,campaign,seven,real,6,detail,4,https://scott.com/,False
Mr. Ryan Snyder,899.325.3272x679,2295292634185527,01/27,735,50177 Robert Cape,South Thomasmouth,Colorado,29641,Saint Kitts and Nevis,win,tend,product,place,1,serious,1,http://vazquez.info/,False
Jeffrey White,965.625.9742,2274820636944494,01/34,363,287 Meyers Row,Lewisville,Maine,11941,Malta,hotel,former,arrive,watch,8,you,4,https://www.morgan-jones.net/,True
Joanna Rowe,(771)260-3679,5160103844259611,02/33,242,5569 Jeffrey Hollow Suite 072,Kelleyside,South Dakota,60925,Malta,south,fly,environmental,million,3,experience,3,http://www.brown.info/,False
Tammy Anderson,767.503.8243x381,2564897120682086,12/32,540,5053 Christopher Villages Apt. 651,New Donnamouth,Georgia,55081,Croatia,final,help,check,small,8,them,3,https://rice-owens.net/,False
William Russo,+1-875-585-1226x20330,2252494075412508,12/27,853,92098 Williams Locks,Kellychester,Hawaii,44346,Burundi,impact,exist,knowledge,raise,2,any,5,https://moore-palmer.com/,False
James Jones,646.460.3111x513,2435965634945963,03/30,588,8683 Mario Garden,Port Kevin,Arkansas,51224,Svalbard & Jan Mayen Islands,kid,do,bag,house,1,forget,4,http://hernandez-rogers.com/,True
Kevin Weeks,001-751-784-8571x03715,2288363056205223,05/27,762,4205 Jared Street Apt. 659,Port Rebeccaport,New Hampshire,94444,Philippines,the,letter,include,not,6,scene,3,https://www.lopez-edwards.org/,True
Gabriel Willis,844.327.2076x82957,2450412027585031,01/27,176,99708 Ashley Mews Apt. 684,New Ralph,Tennessee,89531,Gabon,thing,than,likely,radio,9,yourself,3,http://wood.org/,True
